Individual.ID	Replicate?	Seq.Rep	KF.Num	Sample.ID	Library.ID		Sample.type	Subspecies	Subspecies.ID	Region	Region.ID	Lat	Long	Sex.Field	GenomeWideAvgDepth.old	XChrAvgDepth.old	Sex.Gen	Sex.Final	Age	Date.Collected	FirstYear	Lib.ID
SJKF-Bak-2020-M-129	0	0	129	S22-3246	S22-3246	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35025	-119.17968	M	22.5396	16.2746	M	M	Adult	12/7/20	2020	GBS4
SJKF-Bak-2020-M-129	1	1	129	S22-3246	S22-3246-R	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35025	-119.17968	M	22.5396	16.2746	M	M	Adult	12/7/20	2020	NA
SJKF-Bak-2020-M-141	0	0	141	S22-3259	S22-3259	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.37161	-118.95181	M	32.3153	22.3941	M	M	Yearling	10/20/20	2020	GBS4
SJKF-Bak-2020-M-141	1	1	141	S22-3259	S22-3259-R	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.37161	-118.95181	M	32.3153	22.3941	M	M	Yearling	10/20/20	2020	NA
SJKF-Bak-2020-M-142	0	0	142	S22-3260	S22-3260	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35326	-119.10272	M	7.1936	5.3953	M	M	Adult	12/7/20	2020	GBS6
SJKF-Bak-2020-M-164	0	0	164	S22-3285	S22-3285	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.4273	-119.05669	M	5.81429	4.60477	M	M	YOY	9/11/20	2020	GBS4
SJKF-Bak-2020-M-166	0	0	166	S22-3287	S22-3287	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.43877	-119.06827	M	21.4747	14.9269	M	M	YOY	7/29/20	2020	GBS4
SJKF-Bak-2020-M-166	1	1	166	S22-3287	S22-3287-R	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.43877	-119.06827	M	21.4747	14.9269	M	M	YOY	7/29/20	2020	NA
SJKF-Bak-2020-M-168	0	0	168	S22-3290	S22-3290	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.45626	-119.04446	M	24.5277	17.0012	M	M	YOY	9/10/20	2020	GBS4
SJKF-Bak-2020-M-170	0	0	170	S22-3292	S22-3292	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.45626	-119.04446	M	21.8365	15.8142	M	M	YOY	9/11/20	2020	GBS4
SJKF-Bak-2020-M-170	1	1	170	S22-3292	S22-3292-R	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.45626	-119.04446	M	21.8365	15.8142	M	M	YOY	9/11/20	2020	NA
SJKF-Bak-2020-M-172	0	0	172	S22-3294	S22-3294	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.3544187	-119.1831895	M	15.7178	10.7825	M	M	unknown	8/5/20	2020	GBS3
SJKF-Bak-2021-F-119	0	0	119	S22-3236	S22-3236	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.42721	-119.05668	F	37.6216	39.0669	F	F	Adult	5/6/21	2021	GBS4
SJKF-Bak-2021-F-135	0	0	135	S22-3253	S22-3253	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.42721	-119.05668	F	64.8786	65.7365	F	F	Adult	5/6/21	2021	GBS4
SJKF-Bak-2021-F-149	0	0	149	S22-3268	S22-3268	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.45674	-119.04098	F	23.671	24.6127	F	F	YOY	9/14/21	2021	GBS4
SJKF-Bak-2021-F-149	1	1	149	S22-3268	S22-3268-R	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.45674	-119.04098	F	23.671	24.6127	F	F	YOY	9/14/21	2021	NA
SJKF-Bak-2021-F-150	0	0	150	S22-3269	S22-3269	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.44514	-119.0414	F	45.7669	46.8017	F	F	YOY	9/15/21	2021	GBS4
SJKF-Bak-2021-F-150	1	1	150	S22-3269	S22-3269-R	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.44514	-119.0414	F	45.7669	46.8017	F	F	YOY	9/15/21	2021	NA
SJKF-Bak-2021-F-150	1	0	150	S22-3269	S22-3327	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.43789	-119.07168	U	45.7669	46.8017	F	F	unknown	6/17/22	2022	GBS4
SJKF-Bak-2021-F-150	1	1	150	S22-3269	S22-3327-R	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.43789	-119.07168	U	45.7669	46.8017	F	F	unknown	6/17/22	2022	NA
SJKF-Bak-2021-F-151	0	0	151	S22-3270	S22-3270	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.45674	-119.04098	F	3.71543	3.95444	F	F	YOY	9/15/21	2021	GBS4
SJKF-Bak-2021-F-152	0	0	152	S22-3271	S22-3271	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.44529	-119.04119	F	19.6371	19.6394	F	F	YOY	9/16/21	2021	GBS4
SJKF-Bak-2021-F-153	0	0	153	S22-3272	S22-3272	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.412985	-119.110467	F	9.42849	9.76951	F	F	Yearling	12/9/21	2021	GBS2
SJKF-Bak-2021-F-183	0	0	183	S22-3307	S22-3307	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34487	-119.10371	F	3.23376	3.35883	F	F	YOY	8/9/21	2021	GBS6
SJKF-Bak-2021-F-185	0	0	185	S22-3309	S22-3309	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.29632329	-119.1892831	F	17.3082	17.2404	F	F	Yearling	8/31/21	2021	GBS2
SJKF-Bak-2021-F-187	0	0	187	S22-3311	S22-3311	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.40178	-119.11174	F	1.64489	1.69021	F	F	YOY	12/9/21	2021	GBS4
SJKF-Bak-2021-M-139	0	0	139	S22-3257	S22-3257	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.42721	-119.05668	M	44.6775	30.1107	M	M	Adult	5/5/21	2021	GBS4
SJKF-Bak-2021-M-148	0	0	148	S22-3267	S22-3267	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.44962	-119.04759	M	16.1899	11.788	M	M	YOY	9/14/21	2021	GBS4
SJKF-Bak-2021-M-148	1	1	148	S22-3267	S22-3267-R	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.44962	-119.04759	M	16.1899	11.788	M	M	YOY	9/14/21	2021	NA
SJKF-Bak-2021-M-176	0	0	176	S22-3298	S22-3298	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.27733	-119.06065	M	2.15866	2.04041	F	M	YOY	4/19/21	2021	GBS2
SJKF-Bak-2021-M-177	0	0	177	S22-3299	S22-3299	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.3524	-119.17426	M	39.0524	26.069	M	M	Adult	4/21/21	2021	GBS4
SJKF-Bak-2021-M-178	0	0	178	S22-3300	S22-3300	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.38875	-118.94968	M	15.6623	11.183	M	M	Adult	5/24/21	2021	GBS2
SJKF-Bak-2021-M-184	0	0	184	S22-3308	S22-3308	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.4061326	-118.9760324	M	22.0781	17.2152	M	M	Adult	8/13/21	2021	GBS3
SJKF-Bak-2021-M-186	0	0	186	S22-3310	S22-3310	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.42697	-119.07457	M	23.2593	16.5274	M	M	Yearling	11/16/21	2021	GBS4
SJKF-Bak-2021-M-186	1	1	186	S22-3310	S22-3310-R	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.42697	-119.07457	M	23.2593	16.5274	M	M	Yearling	11/16/21	2021	NA
SJKF-Bak-2021-M-188	0	0	188	S22-3312	S22-3312	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.39635	-118.95706	M	5.04293	4.19916	M	M	Yearling	12/17/21	2021	GBS2
SJKF-Bak-2022-F-189	0	0	189	S22-3313	S22-3313	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35436	-119.09595	F	19.8926	20.2444	F	F	Adult	2/28/22	2022	GBS6
SJKF-Bak-2022-F-194	0	0	194	S22-3318	S22-3318	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.397639	-119.101278	F	11.0557	11.3116	F	F	Adult	7/21/22	2022	GBS2
SJKF-Bak-2022-F-197	0	0	197	S22-3321	S22-3321	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35108	-119.10805	F	4.95813	4.98072	F	F	Yearling	7/7/22	2022	GBS6
SJKF-Bak-2022-F-198	0	0	198	S22-3322	S22-3322	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35178	-119.11048	F	6.15744	6.20253	F	F	Adult	7/8/22	2022	GBS6
SJKF-Bak-2022-F-204	0	0	204	S22-3329	S22-3329	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35109	-119.1083	F	5.96419	6.13363	F	F	Adult	8/9/22	2022	GBS6
SJKF-Bak-2022-F-205	0	0	205	S22-3330	S22-3330	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35134	-119.09695	F	14.6978	14.6918	F	F	Yearling	6/15/22	2022	GBS6
SJKF-Bak-2022-F-208	0	0	208	S22-3333	S22-3333	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.39137	-119.09505	F	31.2413	32.91	F	F	YOY	6/22/22	2022	GBS5
SJKF-Bak-2022-F-208	1	1	208	S22-3333	S22-3333-R	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.39137	-119.09505	F	31.2413	32.91	F	F	YOY	6/22/22	2022	NA
SJKF-Bak-2022-F-211	0	0	211	S22-3337	S22-3337	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34845	-119.10965	F	4.45661	4.4328	F	F	Yearling	6/15/22	2022	GBS6
SJKF-Bak-2022-F-215	0	0	215	S22-3341	S22-3341	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34511	-119.10925	F	33.5542	34.991	F	F	unknown	6/14/22	2022	GBS6
SJKF-Bak-2022-F-216	0	0	216	S22-3342	S22-3342	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34845	-119.10965	F	10.5233	10.3905	F	F	Adult	6/14/22	2022	GBS6
SJKF-Bak-2022-F-220	0	0	220	S22-3346	S22-3346	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35321	-119.10759	F	3.85417	3.06251	M	F	YOY	6/14/22	2022	GBS6
SJKF-Bak-2022-F-225	0	0	225	S22-3351	S22-3351	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34737	-119.10648	F	3.45981	3.45728	F	F	Juvenile	8/9/22	2022	GBS6
SJKF-Bak-2022-F-226	0	0	226	S22-3352	S22-3352	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34482	-119.10038	F	5.36624	5.34052	F	F	Adult	8/9/22	2022	GBS6
SJKF-Bak-2022-F-229	0	0	229	S22-3355	S22-3355	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.36873	-119.05778	F	14.9721	15.6068	F	F	YOY	8/18/22	2022	GBS5
SJKF-Bak-2022-F-230	0	0	230	S22-3356	S22-3356	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.3695	-119.05646	F	29.1797	30.5328	F	F	Yearling	8/18/22	2022	GBS5
SJKF-Bak-2022-F-230	1	1	230	S22-3356	S22-3356-R	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.3695	-119.05646	F	29.1797	30.5328	F	F	Yearling	8/18/22	2022	NA
SJKF-Bak-2022-F-231	0	0	231	S22-3357	S22-3357	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.36866	-119.05786	F	39.0784	40.5964	F	F	Adult	8/19/22	2022	GBS5
SJKF-Bak-2022-F-231	1	1	231	S22-3357	S22-3357-R	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.36866	-119.05786	F	39.0784	40.5964	F	F	Adult	8/19/22	2022	NA
SJKF-Bak-2022-F-235	0	0	235	S22-3361	S22-3361	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.3451	-119.10588	F	2.59188	2.6293	F	F	YOY	8/31/22	2022	GBS6
SJKF-Bak-2022-F-236	0	0	236	S22-3363	S22-3363	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.31769	-119.07133	F	30.5729	31.9437	F	F	Adult	3/8/22	2022	GBS5
SJKF-Bak-2022-F-236	1	1	236	S22-3363	S22-3363-R	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.31769	-119.07133	F	30.5729	31.9437	F	F	Adult	3/8/22	2022	NA
SJKF-Bak-2022-F-237	0	0	237	S22-3364	S22-3364	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.410409	-118.967711	F	26.1193	26.2233	F	F	Adult	5/5/22	2022	GBS2
SJKF-Bak-2022-M-155	0	0	155	S22-3275	S22-3275	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.39349	-119.09663	M	4.38228	3.47216	M	M	Adult	1/4/22	2022	GBS4
SJKF-Bak-2022-M-190	0	0	190	S22-3314	S22-3314	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34939	-119.09709	M	10.496	7.64474	M	M	Adult	8/11/22	2022	GBS6
SJKF-Bak-2022-M-191	0	0	191	S22-3315	S22-3315	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34736	-119.10644	M	5.89599	4.58261	M	M	YOY	8/11/22	2022	GBS2
SJKF-Bak-2022-M-192	0	0	192	S22-3316	S22-3316	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34736	-119.10644	M	4.75811	3.76699	M	M	Juvenile	8/9/22	2022	GBS6
SJKF-Bak-2022-M-193	0	0	193	S22-3317	S22-3317	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34738	-119.10652	M	3.30276	2.67976	M	M	Juvenile	8/9/22	2022	GBS6
SJKF-Bak-2022-M-195	0	0	195	S22-3319	S22-3319	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.39137	-119.09505	M	5.07852	4.08722	M	M	Yearling	6/23/22	2022	GBS4
SJKF-Bak-2022-M-196	0	0	196	S22-3320	S22-3320	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35071	-119.10662	M	2.22407	1.98541	M	M	YOY	7/6/22	2022	GBS6
SJKF-Bak-2022-M-203	0	0	203	S22-3328	S22-3328	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.37607	-119.07547	M	31.9439	21.6114	M	M	Yearling	4/15/22	2022	GBS5
SJKF-Bak-2022-M-206	0	0	206	S22-3331	S22-3331	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34845	-119.10965	M	3.15057	2.55235	M	M	YOY	6/16/22	2022	GBS6
SJKF-Bak-2022-M-207	0	0	207	S22-3332	S22-3332	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.39514	-119.09888	M	32.273	22.9789	M	M	YOY	6/21/22	2022	GBS5
SJKF-Bak-2022-M-207	1	1	207	S22-3332	S22-3332-R	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.39514	-119.09888	M	32.273	22.9789	M	M	YOY	6/21/22	2022	NA
SJKF-Bak-2022-M-209	0	0	209	S22-3334	S22-3334	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35125	-119.10663	M	2.27046	2.01591	M	M	unknown	6/17/22	2022	GBS6
SJKF-Bak-2022-M-210	0	0	210	S22-3335	S22-3335	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35321	-119.1074	M	4.66155	3.64414	M	M	YOY	6/17/22	2022	GBS6
SJKF-Bak-2022-M-212	0	0	212	S22-3338	S22-3338	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35242	-119.10266	M	9.21178	6.88231	M	M	Adult	6/14/22	2022	GBS6
SJKF-Bak-2022-M-213	0	0	213	S22-3339	S22-3339	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34499	-119.10547	M	3.39965	2.80431	M	M	Adult	6/15/22	2022	GBS6
SJKF-Bak-2022-M-214	0	0	214	S22-3340	S22-3340	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34515	-119.10906	M	5.96026	4.61199	M	M	Yearling	6/14/22	2022	GBS6
SJKF-Bak-2022-M-217	0	0	217	S22-3343	S22-3343	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35125	-119.10655	M	4.93324	3.67437	M	M	Yearling	6/14/22	2022	GBS6
SJKF-Bak-2022-M-218	0	0	218	S22-3344	S22-3344	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.3538	-119.10952	M	4.52689	3.62232	M	M	Yearling	6/14/22	2022	GBS2
SJKF-Bak-2022-M-219	0	0	219	S22-3345	S22-3345	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35375	-119.1096	M	4.64659	4.77315	F	M	Subadult	6/14/22	2022	GBS6
SJKF-Bak-2022-M-221	0	0	221	S22-3347	S22-3347	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.4238	-119.13431	M	5.03686	4.04327	M	M	YOY	6/8/22	2022	GBS2
SJKF-Bak-2022-M-222	0	0	222	S22-3348	S22-3348	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.4238	-119.13431	M	37.4631	26.7824	M	M	YOY	6/8/22	2022	GBS5
SJKF-Bak-2022-M-222	1	1	222	S22-3348	S22-3348-R	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.4238	-119.13431	M	37.4631	26.7824	M	M	YOY	6/8/22	2022	NA
SJKF-Bak-2022-M-223	0	0	223	S22-3349	S22-3349	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.4238	-119.13431	M	2.8089	2.38625	M	M	Juvenile	6/8/22	2022	GBS5
SJKF-Bak-2022-M-224	0	0	224	S22-3350	S22-3350	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.4238	-119.13431	M	4.28754	3.58206	M	M	YOY	6/8/22	2022	GBS5
SJKF-Bak-2022-M-227	0	0	227	S22-3353	S22-3353	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35258	-119.10561	M	1.54096	1.3719	M	M	YOY	8/11/22	2022	GBS6
SJKF-Bak-2022-M-228	0	0	228	S22-3354	S22-3354	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.36873	-119.05778	M	7.69939	5.69444	M	M	Adult	8/16/22	2022	GBS2
SJKF-Bak-2022-M-232	0	0	232	S22-3358	S22-3358	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.42875	-119.10793	M	2.66352	2.30931	M	M	YOY	8/22/22	2022	GBS5
SJKF-Bak-2022-M-233	0	0	233	S22-3359	S22-3359	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34453	-119.10821	M	5.6282	4.09918	M	M	YOY	8/30/22	2022	GBS6
SJKF-Bak-2022-M-234	0	0	234	S22-3360	S22-3360	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34551	-119.1084	M	4.69774	3.64595	M	M	YOY	8/30/22	2022	GBS6
SJKF-Bak-2022-M-239	0	0	239	S22-3366	S22-3366	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.36885	-119.119993	M	36.5013	24.8159	M	M	YOY	5/17/22	2022	GBS2
SJKF-Bak-2022-M-240	0	0	240	S22-3367	S22-3367	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.39694	-119.09878	M	13.0578	9.13253	M	M	Yearling?	5/19/22	2022	GBS5
SJKF-Bak-2022-M-241	0	0	241	S22-3368	S22-3368	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.37607	-119.07492	M	1.75587	1.57045	M	M	YOY	6/8/22	2022	GBS5
SJKF-Bak-2022-M-243	0	0	243	S22-3371	S22-3371	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.453148	-119.074627	U	17.3182	13.3667	M	M	YOY	6/21/22	2022	GBS3
SJKF-Bak-2022-M-244	0	0	244	S22-3372	S22-3372	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34435	-119.10336	U	7.34227	5.4295	M	M	unknown	7/10/22	2022	GBS6
SJKF-Bak-2022-M-245	0	0	245	S22-3373	S22-3373	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.38897	-118.95066	M	24.2667	17.4855	M	M	Juvenile	7/18/22	2022	GBS5
SJKF-Bak-2023-F-009	0	0	009	S21-4608	S21-4608	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34499787	-119.059767	F	66.8574	72.2327	F	F	Adult	1/2/23	2023	GBS1
SJKF-Ben-2008-F-054	0	0	054	S21-4686	S21-4686	0	Tissue	SanJoaquinKitFox	SJKF	Bena	Ben	35.349275	-118.762464	U	96.6022	97.5133	F	F	unknown	9/2/08	2008	GBS1
SJKF-Ben-2009-F-301	0	0	301	S22-3435	S22-3435	0	Tissue	SanJoaquinKitFox	SJKF	Bena	Ben	35.35348	-118.77152	F	12.6437	13.8098	F	F	Adult	1/7/09	2009	GBS2
SJKF-Ben-2009-F-318	0	0	318	S22-3459	S22-3459	0	Tissue	SanJoaquinKitFox	SJKF	Bena	Ben	35.34996	-118.76964	F	2.95345	2.91767	F	F	YOY	8/21/09	2009	GBS2
SJKF-Ben-2009-M-295	0	0	295	S22-3428	S22-3428	0	Tissue	SanJoaquinKitFox	SJKF	Bena	Ben	35.35348	-118.77152	M	24.134	17.5909	M	M	Adult	1/7/09	2009	GBS2
SJKF-Ben-2011-M-291	0	0	291	S22-3424	S22-3424	0	Tissue	SanJoaquinKitFox	SJKF	Bena	Ben	35.35514	-118.77023	M	40.277	27.2472	M	M	Adult	1/6/11	2011	GBS2
SJKF-Ben-2012-F-293	0	0	293	S22-3426	S22-3426	0	Tissue	SanJoaquinKitFox	SJKF	Bena	Ben	35.352802	-118.759258	F	24.8996	26.1298	F	F	Adult	1/13/12	2012	GBS2
SJKF-Ben-2012-F-336	0	0	336	S22-3477	S22-3477	0	Tissue	SanJoaquinKitFox	SJKF	Bena	Ben	35.35466	-118.7701	F	40.7083	42.9904	F	F	Adult	11/20/12	2012	GBS2
SJKF-Ben-2012-F-337	0	0	337	S22-3478	S22-3478	0	Tissue	SanJoaquinKitFox	SJKF	Bena	Ben	35.35419	-118.77079	F	23.0056	23.5873	F	F	Adult	11/21/12	2012	GBS2
SJKF-Ben-2012-M-292	0	0	292	S22-3425	S22-3425	0	Tissue	SanJoaquinKitFox	SJKF	Bena	Ben	35.348434	-118.770798	M	24.3119	17.1754	M	M	Adult	1/12/12	2012	GBS2
SJKF-Ben-2013-M-376	0	0	376	S22-3529	S22-3529	0	Tissue	SanJoaquinKitFox	SJKF	Bena	Ben	35.35397	-118.77079	M	15.3558	10.6321	M	M	Adult	12/18/13	2013	GBS2
SJKF-Ben-2014-F-352	0	0	352	S22-3493	S22-3493	0	Tissue	SanJoaquinKitFox	SJKF	Bena	Ben	35.35434	-118.76982	F	24.7234	24.9278	F	F	Adult	1/15/14	2014	GBS2
SJKF-CFl-2020-F-251	0	0	251	S22-3379	S22-3379	0	Tissue	SanJoaquinKitFox	SJKF	CalFlats	CFl	35.83858269	-120.3090771	F	12.1108	11.8864	F	F	YOY	11/17/20	2020	GBS2
SJKF-CFl-2020-F-252	0	0	252	S22-3380	S22-3380	0	Tissue	SanJoaquinKitFox	SJKF	CalFlats	CFl	35.83869	-120.30898	F	22.2169	22.8457	F	F	YOY	11/17/20	2020	GBS5
SJKF-CFl-2020-F-252	1	1	252	S22-3380	S22-3380-UVT	1	Tissue	SanJoaquinKitFox	SJKF	CalFlats	CFl	35.83869	-120.30898	F	22.2169	22.8457	F	F	YOY	11/17/20	2020	NA
SJKF-CFl-2020-F-254	0	0	254	S22-3382	S22-3382	0	Tissue	SanJoaquinKitFox	SJKF	CalFlats	CFl	35.86242	-120.30248	F	20.1838	20.7832	F	F	YOY	11/17/20	2020	GBS5
SJKF-CFl-2020-F-254	1	1	254	S22-3382	S22-3382-UVT	1	Tissue	SanJoaquinKitFox	SJKF	CalFlats	CFl	35.86242	-120.30248	F	20.1838	20.7832	F	F	YOY	11/17/20	2020	NA
SJKF-CFl-2020-F-256	0	0	256	S22-3385	S22-3385	0	Tissue	SanJoaquinKitFox	SJKF	CalFlats	CFl	35.83508	-120.29211	F	37.9206	39.7015	F	F	YOY	11/18/20	2020	GBS5
SJKF-CFl-2020-F-256	1	1	256	S22-3385	S22-3385-R	1	Tissue	SanJoaquinKitFox	SJKF	CalFlats	CFl	35.83508	-120.29211	F	37.9206	39.7015	F	F	YOY	11/18/20	2020	NA
SJKF-CFl-2020-F-257	0	0	257	S22-3386	S22-3386	0	Tissue	SanJoaquinKitFox	SJKF	CalFlats	CFl	35.83507949	-120.2919585	F	23.2594	23.6633	F	F	Adult	11/18/20	2020	GBS2
SJKF-CFl-2020-F-259	0	0	259	S22-3388	S22-3388	0	Tissue	SanJoaquinKitFox	SJKF	CalFlats	CFl	35.86500829	-120.3163862	F	8.74693	9.07666	F	F	Adult	11/18/20	2020	GBS2
SJKF-CFl-2020-F-260	0	0	260	S22-3389	S22-3389	0	Tissue	SanJoaquinKitFox	SJKF	CalFlats	CFl	35.82572046	-120.2908738	F	19.6398	19.7669	F	F	Adult	11/19/20	2020	GBS3
SJKF-CFl-2020-F-262	0	0	262	S22-3391	S22-3391	0	Tissue	SanJoaquinKitFox	SJKF	CalFlats	CFl	35.84973237	-120.3005084	F	17.8496	18.7487	F	F	Adult	11/20/20	2020	GBS2
SJKF-CFl-2020-F-262	1	1	262	S22-3391	S22-3391-UVT	1	Tissue	SanJoaquinKitFox	SJKF	CalFlats	CFl	35.84973237	-120.3005084	F	17.8496	18.7487	F	F	Adult	11/20/20	2020	NA
SJKF-CFl-2020-M-248	0	0	248	S22-3376	S22-3376	0	Tissue	SanJoaquinKitFox	SJKF	CalFlats	CFl	35.82329618	-120.2844441	M	11.5949	8.37935	M	M	Adult	11/17/20	2020	GBS3
SJKF-CFl-2020-M-249	0	0	249	S22-3377	S22-3377	0	Tissue	SanJoaquinKitFox	SJKF	CalFlats	CFl	35.82575	-120.29078	M	6.78261	5.18636	M	M	Adult	11/17/20	2020	GBS3
SJKF-CFl-2020-M-250	0	0	250	S22-3378	S22-3378	0	Tissue	SanJoaquinKitFox	SJKF	CalFlats	CFl	35.83508	-120.29196	M	21.2143	15.3315	M	M	YOY	11/17/20	2020	GBS5
