Individual.ID	Replicate?	Seq.Rep	KF.Num	Sample.ID	Library.ID		Sample.type	Subspecies	Subspecies.ID	Region	Region.ID	Lat	Long	Sex.Field	GenomeWideAvgDepth.old	XChrAvgDepth.old	Sex.Gen	Sex.Final	Age	Date.Collected	FirstYear	Lib.ID
SJKF-SmT-2012-F-309	0	0	309	S22-3450	S22-3450	0	Tissue	SanJoaquinKitFox	SJKF	Semitropic	SmT	35.67564	-119.61701	F	46.1468	48.061	F	F	Adult	7/4/12	2012	GBS2
SJKF-SmT-2012-F-312	0	0	312	S22-3453	S22-3453	0	Tissue	SanJoaquinKitFox	SJKF	Semitropic	SmT	35.65984	-119.61656	F	53.4803	56.9819	F	F	Adult	1/15/12	2012	GBS5
SJKF-SmT-2012-F-314	0	0	314	S22-3455	S22-3455	0	Tissue	SanJoaquinKitFox	SJKF	Semitropic	SmT	35.6756	-119.59951	F	27.3071	28.7143	F	F	YOY	7/3/12	2012	GBS5
SJKF-SmT-2012-F-320	0	0	320	S22-3461	S22-3461	0	Tissue	SanJoaquinKitFox	SJKF	Semitropic	SmT	35.66268	-119.60806	F	25.4639	27.6324	F	F	Adult	7/4/12	2012	GBS5
SJKF-SmT-2012-F-320	1	1	320	S22-3461	S22-3461-UVT	1	Tissue	SanJoaquinKitFox	SJKF	Semitropic	SmT	35.66268	-119.60806	F	25.4639	27.6324	F	F	Adult	7/4/12	2012	NA
SJKF-SmT-2012-F-330	0	0	330	S22-3471	S22-3471	0	Tissue	SanJoaquinKitFox	SJKF	Semitropic	SmT	35.67041	-119.61666	F	25.2725	27.1044	F	F	Adult	7/18/12	2012	GBS5
SJKF-SmT-2012-F-331	0	0	331	S22-3472	S22-3472	0	Tissue	SanJoaquinKitFox	SJKF	Semitropic	SmT	35.65279	-119.59659	F	32.0237	33.8067	F	F	Adult	7/19/12	2012	GBS2
SJKF-SmT-2012-F-334	0	0	334	S22-3475	S22-3475	0	Tissue	SanJoaquinKitFox	SJKF	Semitropic	SmT	35.67442	-119.5983	F	18.4229	19.5149	F	F	Adult	11/14/12	2012	GBS5
SJKF-SmT-2012-F-334	1	1	334	S22-3475	S22-3475-UVT	1	Tissue	SanJoaquinKitFox	SJKF	Semitropic	SmT	35.67442	-119.5983	F	18.4229	19.5149	F	F	Adult	11/14/12	2012	NA
SJKF-SmT-2012-F-335	0	0	335	S22-3476	S22-3476	0	Tissue	SanJoaquinKitFox	SJKF	Semitropic	SmT	35.67351	-119.6086	F	28.6217	29.1125	F	F	Adult	11/14/12	2012	GBS5
SJKF-SmT-2012-M-310	0	0	310	S22-3451	S22-3451	0	Tissue	SanJoaquinKitFox	SJKF	Semitropic	SmT	35.67559	-119.59946	M	24.3989	17.0643	M	M	Adult	1/10/12	2012	GBS5
SJKF-SmT-2012-M-311	0	0	311	S22-3452	S22-3452	0	Tissue	SanJoaquinKitFox	SJKF	Semitropic	SmT	35.66202	-119.60921	M	14.3265	10.4234	M	M	Adult	1/11/12	2012	GBS5
SJKF-SmT-2012-M-313	0	0	313	S22-3454	S22-3454	0	Tissue	SanJoaquinKitFox	SJKF	Semitropic	SmT	35.65995	-119.61653	M	5.24526	4.11657	M	M	Adult	1/15/12	2012	GBS5
SJKF-SmT-2012-M-315	0	0	315	S22-3456	S22-3456	0	Tissue	SanJoaquinKitFox	SJKF	Semitropic	SmT	35.67331	-119.60991	M	22.7053	16.458	M	M	Adult	7/3/12	2012	GBS5
SJKF-SmT-2012-M-316	0	0	316	S22-3457	S22-3457	0	Tissue	SanJoaquinKitFox	SJKF	Semitropic	SmT	35.67566	-119.61703	M	27.5988	19.1117	M	M	Adult	7/3/12	2012	GBS5
SJKF-SmT-2012-M-317	0	0	317	S22-3458	S22-3458	0	Tissue	SanJoaquinKitFox	SJKF	Semitropic	SmT	35.66619	-119.60695	M	41.3132	28.5213	M	M	YOY	7/3/12	2012	GBS5
SJKF-SmT-2012-M-319	0	0	319	S22-3460	S22-3460	0	Tissue	SanJoaquinKitFox	SJKF	Semitropic	SmT	35.6615	-119.60941	M	55.3216	37.5841	M	M	YOY	7/3/12	2012	GBS5
SJKF-SmT-2012-M-329	0	0	329	S22-3470	S22-3470	0	Tissue	SanJoaquinKitFox	SJKF	Semitropic	SmT	35.65632	-119.6034	M	71.5759	46.841	M	M	Adult	7/18/12	2012	GBS5
SJKF-SmT-2012-M-332	0	0	332	S22-3473	S22-3473	0	Tissue	SanJoaquinKitFox	SJKF	Semitropic	SmT	35.66023	-119.60957	M	55.067	37.3508	M	M	Adult	7/19/12	2012	GBS5
SJKF-SmT-2012-M-333	0	0	333	S22-3474	S22-3474	0	Tissue	SanJoaquinKitFox	SJKF	Semitropic	SmT	35.67595	-119.59312	M	69.6228	46.4096	M	M	Adult	11/14/12	2012	GBS5
SJKF-SmT-2012-M-333	1	1	333	S22-3474	S22-3474-R	1	Tissue	SanJoaquinKitFox	SJKF	Semitropic	SmT	35.67595	-119.59312	M	69.6228	46.4096	M	M	Adult	11/14/12	2012	NA
SJKF-SmT-2022-F-242	0	0	242	S22-3369	S22-3369	0	Tissue	SanJoaquinKitFox	SJKF	Semitropic	SmT	35.705934	-119.557489	U	27.5081	28.5188	F	F	unknown	6/16/22	2022	GBS2
SJKF-Tft-2016-M-395	0	0	395	S22-3574	S22-3574	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.13735	-119.44163	M	22.3565	15.1132	M	M	Adult	1/14/16	2016	GBS5
SJKF-Tft-2020-F-158	0	0	158	S22-3278	S22-3278	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.13892	-119.46215	F	32.0717	33.1105	F	F	Adult	6/2/20	2020	GBS4
SJKF-Tft-2020-F-162	0	0	162	S22-3282	S22-3282	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.14928	-119.46088	F	23.5992	24.0248	F	F	YOY	6/26/20	2020	GBS4
SJKF-Tft-2020-F-162	1	1	162	S22-3282	S22-3282-R	1	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.14928	-119.46088	F	23.5992	24.0248	F	F	YOY	6/26/20	2020	NA
SJKF-Tft-2020-F-167	0	0	167	S22-3288	S22-3288	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.14928	-119.46088	F	17.7461	17.8489	F	F	YOY	8/7/20	2020	GBS4
SJKF-Tft-2020-M-122	0	0	122	S22-3239	S22-3239	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.13462	-119.44353	M	8.23808	6.46848	M	M	Adult	9/24/20	2020	GBS2
SJKF-Tft-2020-M-159	0	0	159	S22-3279	S22-3279	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.13892	-119.46215	M	17.7556	12.7336	M	M	YOY	6/3/20	2020	GBS4
SJKF-Tft-2020-M-159	1	1	159	S22-3279	S22-3279-R	1	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.13892	-119.46215	M	17.7556	12.7336	M	M	YOY	6/3/20	2020	NA
SJKF-Tft-2020-M-160	0	0	160	S22-3280	S22-3280	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.13892	-119.46215	M	79.4849	50.6403	M	M	Yearling	6/15/20	2020	GBS4
SJKF-Tft-2020-M-163	0	0	163	S22-3284	S22-3284	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.14928	-119.46088	M	11.8661	8.82465	M	M	YOY	7/7/20	2020	GBS4
SJKF-Tft-2020-M-173	0	0	173	S22-3295	S22-3295	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.204893	-119.570832	M	9.60386	7.60163	M	M	YOY	8/20/20	2020	GBS2
SJKF-Tft-2021-F-131	0	0	131	S22-3248	S22-3248	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.143385	-119.467186	F	19.0133	19.5829	F	F	Adult	4/27/21	2021	GBS3
SJKF-Tft-2021-F-133	0	0	133	S22-3250	S22-3250	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.14979	-119.45701	F	21.9664	22.2403	F	F	YOY	4/28/21	2021	GBS4
SJKF-Tft-2021-F-133	1	1	133	S22-3250	S22-3250-R	1	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.14979	-119.45701	F	21.9664	22.2403	F	F	YOY	4/28/21	2021	NA
SJKF-Tft-2021-F-136	0	0	136	S22-3254	S22-3254	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.164994	-119.464245	F	10.206	10.6605	F	F	Adult	5/18/21	2021	GBS2
SJKF-Tft-2021-F-137	0	0	137	S22-3255	S22-3255	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.15077	-119.46307	F	3.56838	3.6042	F	F	YOY	5/18/21	2021	GBS3
SJKF-Tft-2021-F-140	0	0	140	S22-3258	S22-3258	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.14979	-119.45701	F	28.5518	28.7029	F	F	Yearling	4/30/21	2021	GBS4
SJKF-Tft-2021-F-143	0	0	143	S22-3261	S22-3261	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.15077	-119.46307	F	45.1672	45.2845	F	F	Yearling	5/19/21	2021	GBS4
SJKF-Tft-2021-F-144	0	0	144	S22-3262	S22-3262	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.13781	-119.471943	F	18.5237	19.2963	F	F	Yearling	5/19/21	2021	GBS3
SJKF-Tft-2021-F-145	0	0	145	S22-3263	S22-3263	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.13781	-119.47194	F	22.3047	23.0768	F	F	Yearling	5/20/21	2021	GBS4
SJKF-Tft-2021-F-154	0	0	154	S22-3274	S22-3274	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.13529	-119.44108	F	32.067	32.9066	F	F	Yearling	5/21/21	2021	GBS4
SJKF-Tft-2021-F-154	1	1	154	S22-3274	S22-3274-R	1	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.13529	-119.44108	F	32.067	32.9066	F	F	Yearling	5/21/21	2021	NA
SJKF-Tft-2021-F-157	0	0	157	S22-3277	S22-3277	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.1395	-119.44989	F	28.802	29.6759	F	F	Adult	4/27/21	2021	GBS4
SJKF-Tft-2021-F-175	0	0	175	S22-3297	S22-3297	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.142021	-119.461568	F	28.6994	28.3583	F	F	Yearling	2/25/21	2021	GBS3
SJKF-Tft-2021-F-180	0	0	180	S22-3302	S22-3302	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.13686	-119.47414	F	3.23632	3.3119	F	F	YOY	6/25/21	2021	GBS4
SJKF-Tft-2021-F-181	0	0	181	S22-3303	S22-3303	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.14146	-119.45733	F	57.0411	55.0305	F	F	YOY	7/26/21	2021	GBS4
SJKF-Tft-2021-F-282	0	0	282	S22-3413	S22-3413	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.20519	-119.41226	F	35.6655	35.9409	F	F	YOY	6/22/21	2021	GBS2
SJKF-Tft-2021-M-132	0	0	132	S22-3249	S22-3249	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.13892	-119.46215	M	44.4988	30.0595	M	M	Yearling	4/27/21	2021	GBS4
SJKF-Tft-2021-M-134	0	0	134	S22-3252	S22-3252	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.13529	-119.44108	M	26.6201	19.0401	M	M	YOY	4/30/21	2021	GBS4
SJKF-Tft-2021-M-134	1	1	134	S22-3252	S22-3252-R	1	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.13529	-119.44108	M	26.6201	19.0401	M	M	YOY	4/30/21	2021	NA
SJKF-Tft-2021-M-138	0	0	138	S22-3256	S22-3256	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.15077	-119.46307	M	4.60721	3.68277	M	M	YOY	5/18/21	2021	GBS4
SJKF-Tft-2021-M-146	0	0	146	S22-3264	S22-3264	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.156338	-119.455984	M	42.6793	29.0127	M	M	YOY	7/26/21	2021	GBS3
SJKF-Tft-2021-M-147	0	0	147	S22-3265	S22-3265	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.15077	-119.46307	M	20.4479	14.1994	M	M	unknown	6/8/21	2021	GBS4
SJKF-Tft-2021-M-156	0	0	156	S22-3276	S22-3276	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.139501	-119.449893	M	59.2216	40.6536	M	M	Adult	4/30/21	2021	GBS3
SJKF-Tft-2021-M-161	0	0	161	S22-3281	S22-3281	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.1362	-119.44748	M	70.3143	48.5002	M	M	Adult	2/11/21	2021	GBS4
SJKF-Tft-2021-M-179	0	0	179	S22-3301	S22-3301	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.14757	-119.45755	F	24.6825	17.8025	M	M	YOY	6/22/21	2021	GBS4
SJKF-Tft-2021-M-179	1	1	179	S22-3301	S22-3301-R	1	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.14757	-119.45755	F	24.6825	17.8025	M	M	YOY	6/22/21	2021	NA
SJKF-Tft-2022-F-201	0	0	201	S22-3325	S22-3325	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.14967	-119.45706	F	21.5677	22.8037	F	F	Juvenile	8/2/22	2022	GBS4
SJKF-Tft-2022-F-201	1	1	201	S22-3325	S22-3325-R	1	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.14967	-119.45706	F	21.5677	22.8037	F	F	Juvenile	8/2/22	2022	NA
SJKF-Tft-2022-F-202	0	0	202	S22-3326	S22-3326	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.14967	-119.45706	F	3.31824	3.58607	F	F	Juvenile	8/2/22	2022	GBS4
SJKF-Tft-2022-F-238	0	0	238	S22-3365	S22-3365	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.13756	-119.47406	F	17.1117	17.7452	F	F	Pup	6/20/22	2022	GBS5
SJKF-Tft-2022-F-238	1	1	238	S22-3365	S22-3365-R	1	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.13756	-119.47406	F	17.1117	17.7452	F	F	Pup	6/20/22	2022	NA
SJKF-Tft-2022-M-199	0	0	199	S22-3323	S22-3323	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.14928	-119.46088	M	3.26474	2.84501	M	M	Juvenile	8/5/22	2022	GBS4
SJKF-Tft-2022-M-200	0	0	200	S22-3324	S22-3324	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.14928	-119.46088	M	3.74639	3.17825	M	M	Juvenile	8/4/22	2022	GBS4
SJKF-Tft-2022-M-246	0	0	246	S22-3374	S22-3374	0	Tissue	SanJoaquinKitFox	SJKF	Taft	Tft	35.171862	-119.453746	M	34.1782	23.0473	M	M	unknown	9/3/22	2022	GBS3
SJKF-Tpz-2006-M-402	0	0	402	S22-3586	S22-3586	0	Tissue	SanJoaquinKitFox	SJKF	Topaz	Tpz	35.35932	-120.0406	M	12.0043	8.4156	M	M	unknown	9/21/06	2006	GBS3
SJKF-Tpz-2013-F-308	0	0	308	S22-3449	S22-3449	0	Tissue	SanJoaquinKitFox	SJKF	Topaz	Tpz	35.35929	-120.06692	F	29.4398	29.2956	F	F	YOY	11/24/13	2013	GBS3
SJKF-Tpz-2013-F-324	0	0	324	S22-3465	S22-3465	0	Tissue	SanJoaquinKitFox	SJKF	Topaz	Tpz	35.39004	-119.98798	F	23.9715	24.4375	F	F	Adult	8/7/13	2013	GBS3
SJKF-Tpz-2013-F-349	0	0	349	S22-3490	S22-3490	0	Tissue	SanJoaquinKitFox	SJKF	Topaz	Tpz	35.40488	-120.04156	F	14.2367	14.5577	F	F	Adult	8/13/13	2013	GBS2
SJKF-Tpz-2013-M-338	0	0	338	S22-3479	S22-3479	0	Tissue	SanJoaquinKitFox	SJKF	Topaz	Tpz	35.37846	-119.99686	M	24.8864	17.2111	M	M	Adult	1/3/13	2013	GBS3
SJKF-Tpz-2013-M-339	0	0	339	S22-3480	S22-3480	0	Tissue	SanJoaquinKitFox	SJKF	Topaz	Tpz	35.39404	-120.00951	M	19.9129	14.3798	M	M	Adult	1/12/13	2013	GBS3
SJKF-Tpz-2013-M-344	0	0	344	S22-3485	S22-3485	0	Tissue	SanJoaquinKitFox	SJKF	Topaz	Tpz	35.3646	-120.02321	M	27.2789	18.6063	M	M	Adult	8/6/13	2013	GBS2
SJKF-Tpz-2013-M-350	0	0	350	S22-3491	S22-3491	0	Tissue	SanJoaquinKitFox	SJKF	Topaz	Tpz	35.40619	-120.012	M	52.1105	35.7358	M	M	Adult	8/14/13	2013	GBS3
SJKF-Tpz-2013-M-353	0	0	353	S22-3494	S22-3494	0	Tissue	SanJoaquinKitFox	SJKF	Topaz	Tpz	35.33717	-120.0626	M	16.1797	10.8508	M	M	Adult	11/27/13	2013	GBS2
SJKF-Tpz-2014-F-327	0	0	327	S22-3468	S22-3468	0	Tissue	SanJoaquinKitFox	SJKF	Topaz	Tpz	35.34372	-120.05892	F	17.6002	17.6912	F	F	Adult	1/10/14	2014	GBS2
SJKF-Tpz-2014-F-328	0	0	328	S22-3469	S22-3469	0	Tissue	SanJoaquinKitFox	SJKF	Topaz	Tpz	35.36016	-120.02583	F	15.2061	15.089	F	F	Adult	11/18/14	2014	GBS2
SJKF-Tpz-2014-M-355	0	0	355	S22-3496	S22-3496	0	Tissue	SanJoaquinKitFox	SJKF	Topaz	Tpz	35.34635	-120.05891	M	48.0681	32.0183	M	M	Adult	1/9/14	2014	GBS3
SJKF-Tpz-2019-F-279	0	0	279	S22-3410	S22-3410	0	Tissue	SanJoaquinKitFox	SJKF	Topaz	Tpz	35.351619	-120.033058	U	18.2061	18.8456	F	F	Yearling?	9/30/19	2019	GBS3
SJKF-Tpz-2020-M-247	0	0	247	S22-3375	S22-3375	0	Tissue	SanJoaquinKitFox	SJKF	Topaz	Tpz	35.381392	-120.051896	M	12.1361	8.96437	M	M	Yearling	11/3/20	2020	GBS2
SJKF-Tpz-2020-M-277	0	0	277	S22-3408	S22-3408	0	Tissue	SanJoaquinKitFox	SJKF	Topaz	Tpz	35.37503	-120.058738	M	15.7024	10.9835	M	M	Yearling	8/21/20	2020	GBS2
SJKF-Tpz-2021-M-276	0	0	276	S22-3407	S22-3407	0	Tissue	SanJoaquinKitFox	SJKF	Topaz	Tpz	35.376395	-120.043014	M	16.7611	11.4596	M	M	Adult	1/14/21	2021	GBS3
